mustahiq_id,nama_mustahiq,jenis_kelamin,usia,jumlah_tanggungan,channel,grup,kode_relawan,relawan,relawan_verifikator,user,tgl_registrasi,bulan,tgl,tgl_verifikasi,tgl_penyaluran,kode_periode,program,kategori_program,kategori_asnaf,sub_kategori_asnaf,nominal_diajukan,nominal_disalurkan,setoran,bank,mutasi,metode_penyaluran,status_verifikasi,status_penyaluran,is_penerima_aktif,is_berulang,frekuensi_terima
MQ210000011,Mustahiq-K000011,L,50,3,Pusat,Sahabat Zakat,RL26000651,ocfrianto,VRF00018,edwiastuti@ummulqurodepok.sch.id,2021-12-29 00:00:00,Des 2021,2021-12-29,2022-01-09,2022-01-10,2021-12,Infaq Operasional SMA Terbuka,Infak Terikat,Fakir,Dhuafa,119000,0,Transfer,Channel Beji BSM 709 6789 108,BSI498.21-12.0011,,Terverifikasi,Ditunda,0,0,12
MQ210000012,Mustahiq-R000012,L,61,1,Pusat,Relawan ZS,RL26000470,Linujaya Samudra,VRF00004,imamnaufal3504@gmail.com,2021-04-08 00:00:00,Apr 2021,2021-04-08,2021-04-10,2021-04-13,2021-04,Sedekah 1000 Bulan di Ramadhan 1447H,Infak Tidak Terikat,Miskin,Lansia,119000,119000,Transfer,Channel Sawangan BSI 709 6789 127,BSI498.21-04.0012,Voucher,Terverifikasi,Tersalurkan,1,1,2
MQ210000013,Mustahiq-R000013,L,21,8,Cimanggis,CM3103,RL20003647,Heri Yulianto,VRF00001,lethinksambisol@gmail.com,2021-04-04 00:00:00,Apr 2021,2021-04-04,2021-04-09,2021-04-23,2021-04,Infak Sedekah Umum,Infak Tidak Terikat,Fakir,Yatim,259000,0,Tunai,Channel Cimanggis BSI 442 405 9700,BSI498.21-04.0013,,Terverifikasi,Ditunda,0,0,8
MQ210000014,Mustahiq-J000014,P,62,4,NF Peduli,KD-IA501,RL20003486,Praptono,VRF00043,hasbel1708@gmail.com,2021-07-14 00:00:00,Jul 2021,2021-07-14,2021-07-15,2021-07-27,2021-07,Tunaikan Zakat Fitrah,Zakat Fitrah,Mualaf,Mualaf Baru,24000,24000,Transfer,Channel Sukmajaya BSI 442 406 2920,BSI498.21-07.0014,Voucher,Terverifikasi,Tersalurkan,1,0,4
MQ210000015,Mustahiq-B000015,L,72,1,AlBiruni,K3103,RL24000747,Mubariq Ahmad,VRF00005,dion.abdi@gmail.com,2021-10-27 00:00:00,Okt 2021,2021-10-27,2021-11-04,2021-11-20,2021-10,Membangun Kembali Negeri Para Nabi,Infak Terikat,Fisabilillah,Pejuang Kemanusiaan,29000,0,Transfer,Channel Cimanggis BSI 442 405 9700,BSI498.21-10.0015,,Pending,Dalam Proses,0,0,10
MQ210000016,Mustahiq-H000016,P,43,2,Cimanggis,CM3212,RL20003836,Belina Indah Sari,VRF00043,mail2drtati@gmail.com,2021-10-26 00:00:00,Okt 2021,2021-10-26,2021-11-05,2021-11-21,2021-10,Infaq Jumat Berkah,Infak Tidak Terikat,Fakir,Lansia,107000,107000,Transfer,Channel Cilodong BSI 442 405 8900,BSI498.21-10.0016,Barang/In-Kind,Terverifikasi,Tersalurkan,1,0,2
MQ210000017,Mustahiq-C000017,L,41,2,Al Araf MS,KDPK1003,RL20000007,Dedi Martoni,VRF00011,nitdik.aish@gmail.com,2021-10-03 00:00:00,Okt 2021,2021-10-03,2021-10-07,2021-10-23,2021-10,Zakat Fitrah Mudah Pahala Berlimpah Ruah,Zakat Fitrah,Mualaf,Mualaf Baru,65000,0,Transfer,Channel PancoranMas BSI 709 6789 119,BSI498.21-10.0017,,Terverifikasi,Ditunda,0,1,10
MQ210000018,Mustahiq-D000018,L,35,2,Zakat Sukses Karawang,Baitulmaal YPII,RL26000377,Baitulmaal YPII,VRF00039,rizkykhaerul1994@gmail.com,2021-12-06 00:00:00,Des 2021,2021-12-06,2021-12-08,2022-01-07,2021-12,Langkah Kebaikan: Infaq Pembangunan Masjid Al-Barokah RW 12 Abadijaya,Infak Terikat,Fisabilillah,Pelajar Agama,280000,0,Transfer,Channel Sawangan BSI 709 6789 127,BSI498.21-12.0018,,Pending,Dalam Proses,0,0,11
MQ210000019,Mustahiq-K000019,L,58,2,Zakat Sukses Pangandaran,Amil ZS,RL25000174,Sinta Winingsih,VRF00011,sahabatzakat@zsapp.xyz,2021-02-17 00:00:00,Feb 2021,2021-02-17,2021-02-28,2021-03-13,2021-02,Sedekah Al Quran dan Sarana Belajar untuk TPQ Pelosok,Infak Terikat,Fisabilillah,Santri Tahfidz,73000,0,Transfer,Channel PancoranMas BSI 709 6789 119,BSI498.21-02.0019,,Pending,Dalam Proses,0,1,9
MQ210000020,Mustahiq-L000020,L,75,2,Al Araf MS,KDPK2011,RL20000147,Laili Mustika,VRF00014,edwiastuti@ummulqurodepok.sch.id,2021-07-09 00:00:00,Jul 2021,2021-07-09,2021-07-19,2021-08-05,2021-07,Tebar 1000 Al-Qur'an dan Mukena kepada Dhuafa,Infak Terikat,Gharim,Terlilit Hutang,42000,42000,Transfer,Kantor Pusat Bank Muamalat Indonesia 3390 1111 11,BSI498.21-07.0020,Barang/In-Kind,Terverifikasi,Tersalurkan,1,0,9
MQ210000021,Mustahiq-H000021,P,28,1,Zakat Sukses Pangandaran,Amil ZS,RL25000174,Sinta Winingsih,VRF00025,sahabatzakat@zsapp.xyz,2021-07-31 00:00:00,Jul 2021,2021-07-31,2021-08-01,2021-08-06,2021-07,Sedekah 1000 Bulan di Ramadhan 1447H,Infak Tidak Terikat,Miskin,Dhuafa,996000,996000,Tunai,Channel Darus Salam BSI 9995554345,BSI498.21-07.0021,Voucher,Terverifikasi,Tersalurkan,1,0,8
MQ210000022,Mustahiq-I000022,P,59,4,LPP ZAKAT SUKSES,LPP Sukses Filantropi,RL25000445,Ade Shinta Dewi,VRF00026,datacenter.zakatsukses@gmail.com,2021-07-24 00:00:00,Jul 2021,2021-07-24,2021-07-30,2021-08-07,2021-07,Wakaf Al-Qur'an ke Seluruh Penjuru Negeri,Wakaf,Fisabilillah,Santri Tahfidz,155000,0,Transfer,Channel PancoranMas BSI 709 6789 119,BSI498.21-07.0022,,Pending,Ditunda,0,0,1
MQ210000023,Mustahiq-N000023,L,42,4,Bakti Cinta Negeri,X4102,RL21005419,Dono Pratomo,VRF00013,wanabhut54@gmail.com,2021-01-20 00:00:00,Jan 2021,2021-01-20,2021-01-22,2021-02-10,2021-01,Wakaf Al-Quran,Wakaf,Fisabilillah,Penghafal Quran,214000,214000,Transfer,Channel Sawangan BSM 709 6789 127,BSI498.21-01.0023,Barang/In-Kind,Terverifikasi,Tersalurkan,1,0,9
MQ210000024,Mustahiq-T000024,P,60,6,Sawangan,SW3108,RL26000168,Narim Suprihatin,VRF00021,kurniaw519@gmail.com,2021-06-19 00:00:00,Jun 2021,2021-06-19,2021-06-29,2021-07-09,2021-06,TK Smart Bee Peduli Kemanusiaan Palestina,Infak Terikat,Miskin,Lansia,41000,41000,Transfer,Channel Sukmajaya BNI Syariah 0442 406 292,BSI498.21-06.0024,Barang/In-Kind,Terverifikasi,Tersalurkan,1,0,4
MQ210000025,Mustahiq-R000025,P,46,3,MITRA ZAKAT SUKSES,Pengurus Rekan Foundation,RL23000398,Muhammad Abdul Azis,VRF00033,adinda.luthfiyah.nabilah@gmail.com,2021-10-08 00:00:00,Okt 2021,2021-10-08,2021-10-22,2021-10-22,2021-10,Infaq Jumat Berkah,Infak Tidak Terikat,Miskin,Lansia,109000,109000,Transfer,Channel Beji BSI 709 6789 108,BSI498.21-10.0025,Barang/In-Kind,Terverifikasi,Tersalurkan,1,1,5
MQ210000026,Mustahiq-B000026,L,48,4,Pancoran Mas,PM3107,RL25000132,FARIHIN,VRF00050,abrizen22@gmail.com,2021-12-11 00:00:00,Des 2021,2021-12-11,2021-12-16,2021-12-23,2021-12,Kemanusiaan untuk Palestina,Infak Terikat,Fisabilillah,Pejuang Kemanusiaan,224000,0,Transfer,Channel Sawangan BSM 709 6789 127,BSI498.21-12.0026,,Pending,Dalam Proses,0,1,10
MQ210000027,Mustahiq-N000027,L,29,8,Cilodong,CL3219,RL21005577,Ferdianti Rahayu,VRF00030,mfatiha221@gmail.com,2021-03-17 00:00:00,Mar 2021,2021-03-17,2021-03-28,2021-04-19,2021-03,Sedekah Jum'at Berkah,Infak Tidak Terikat,Miskin,Dhuafa,56000,56000,Transfer,Channel Cimanggis BSI 442 405 9700,BSI498.21-03.0027,Transfer Bank,Terverifikasi,Tersalurkan,1,1,2
MQ210000028,Mustahiq-T000028,P,71,8,Margonda,B101,RL24000683,B10106,VRF00029,zakatsuksesorg@zsapp.xyz,2021-11-01 00:00:00,Nov 2021,2021-11-01,2021-11-07,2021-12-07,2021-11,Bersama Zahid Syak Kirim Kehangatan untuk Palestina,Infak Terikat,Miskin,Lansia,300000,0,Tunai,Channel Darus Salam BSI 9995554345,BSI498.21-11.0028,,Pending,Dalam Proses,0,0,4
MQ210000029,Mustahiq-I000029,P,38,8,Zakat Sukses Majalengka,4P001,RL26000439,Iis Ismayawati,VRF00006,datacenter.zakatsukses@gmail.com,2021-11-17 00:00:00,Nov 2021,2021-11-17,2021-11-21,2021-11-29,2021-11,Wakaf Masjid Berdaya,Wakaf,Fakir,Pedalaman,102000,102000,Transfer,Channel Cimanggis BSI 442 405 9700,BSI498.21-11.0029,Tunai,Terverifikasi,Tersalurkan,1,0,3
MQ210000030,Mustahiq-W000030,L,72,6,Sukmajaya,SJ3118,RL20003007,Hendriyadi Chaniago,VRF00031,riswanshadi@gmail.com,2021-08-01 00:00:00,Agu 2021,2021-08-01,2021-08-02,2021-08-08,2021-08,Peduli Gempa Cianjur,Infak Terikat,Miskin,Korban Bencana,144000,0,Transfer,Channel Tapos BSI 442 406 3720,BSI498.21-08.0030,,Pending,Dalam Proses,0,0,7
MQ210000031,Mustahiq-F000031,P,26,8,Zakat Sukses Pangandaran,Amil ZS,RL25000174,Sinta Winingsih,VRF00002,sahabatzakat@zsapp.xyz,2021-09-06 00:00:00,Sep 2021,2021-09-06,2021-09-07,2021-09-19,2021-09,Infaq Rumah Pemberdayaan,Infak Terikat,Fakir,Yatim,102000,102000,Tunai,Kantor Pusat BSM 703 9797 498,BSI498.21-09.0031,Voucher,Terverifikasi,Tersalurkan,1,0,1
MQ210000032,Mustahiq-I000032,P,34,1,Albina,R3210,RL25000333,Yuni Puthuh Qonitah,VRF00031,ya2hsoleha@gmail.com,2021-07-14 00:00:00,Jul 2021,2021-07-14,2021-07-20,2021-07-26,2021-07,Bersama Zahid Syak Kirim Kehangatan untuk Palestina,Infak Terikat,Fakir,Yatim,1525000,1525000,Transfer,Channel PancoranMas BSI 709 6789 119,BSI498.21-07.0032,Voucher,Terverifikasi,Tersalurkan,1,0,6
MQ210000033,Mustahiq-D000033,L,47,4,Cimanggis,CM3205,RL20003758,Hesti Rahmawanti,VRF00050,mail2drtati@gmail.com,2021-04-13 00:00:00,Apr 2021,2021-04-13,2021-04-27,2021-04-27,2021-04,"Borong Dagangan Mereka, Selamatkan Harapan UMKM Jalanan",Infak Terikat,Fakir,Dhuafa,195000,195000,Transfer,Channel Cipayung BSM 709 678 9143,BSI498.21-04.0033,Voucher,Terverifikasi,Tersalurkan,1,0,12
MQ210000034,Mustahiq-G000034,L,55,3,Sukmajaya,SJ4205,RL20000364,Retno Kusumawati,VRF00007,skmjy4105@gmail.com,2021-06-09 00:00:00,Jun 2021,2021-06-09,2021-06-19,2021-07-10,2021-06,Wakaf Sumur,Wakaf,Fakir,Dhuafa,62000,0,Transfer,Channel Sukmajaya BNI Syariah 0442 406 292,BSI498.21-06.0034,,Pending,Dalam Proses,0,1,10
MQ210000035,Mustahiq-S000035,L,45,5,Zakat Sukses Karawang,Amil ZS Karawang,RL23000420,Rizky,VRF00041,rizkykhaerul1994@gmail.com,2021-07-09 00:00:00,Jul 2021,2021-07-09,2021-07-11,2021-07-27,2021-07,Ramadhan Di Negeri Palestina,Infak Terikat,Miskin,Lansia,491000,491000,Tunai,Channel Cilodong BSI 442 405 8900,BSI498.21-07.0035,Voucher,Terverifikasi,Tersalurkan,1,1,7
MQ210000036,Mustahiq-C000036,P,74,3,Bojongsari,BS4201,RL21004924,Nur Afifah Azzahra,VRF00016,aby.sukses@gmail.com,2021-08-27 00:00:00,Agu 2021,2021-08-27,2021-09-03,2021-09-29,2021-08,Wakaf Sumur Palestina,Wakaf,Fisabilillah,Pelajar Agama,51000,51000,Transfer,Kantor Pusat BSM 703 9797 498,BSI498.21-08.0036,Tunai,Terverifikasi,Tersalurkan,1,0,7
MQ210000037,Mustahiq-I000037,L,51,3,Daarus Salam,S4101,RL20002948,Khalimi,VRF00006,azmi.masitha@yahoo.com,2021-07-01 00:00:00,Jul 2021,2021-07-01,2021-07-14,2021-07-22,2021-07,NON CASH BERAS ZAKAT FITRAH,Zakat Fitrah,Fakir,Dhuafa,250000,0,Transfer,Channel Sawangan BSM 709 6789 127,BSI498.21-07.0037,,Terverifikasi,Dalam Proses,0,0,4
MQ210000038,Mustahiq-S000038,P,45,4,Sukmajaya,SJ3219,RL22000427,Retno Susilowati,VRF00022,zakatsuksesorg@zsapp.xyz,2021-05-31 00:00:00,Mei 2021,2021-05-31,2021-06-04,2021-06-16,2021-05,Bingkisan Berkah Ramadhan Untuk Palestina,Infak Terikat,Fisabilillah,Santri Tahfidz,23000,23000,Transfer,Channel Cilodong BSI 442 405 8900,BSI498.21-05.0038,Barang/In-Kind,Terverifikasi,Tersalurkan,1,0,5
MQ210000039,Mustahiq-D000039,L,36,3,Cimanggis,CM3215,RL20003842,Kariba Husna,VRF00024,bangandi1001@gmail.com,2021-12-20 00:00:00,Des 2021,2021-12-20,2021-12-23,2021-12-29,2021-12,NON CASH BERAS ZAKAT FITRAH,Zakat Fitrah,Fakir,Lansia,46000,46000,Transfer,Kantor Pusat BSI 703 9797 498,BSI498.21-12.0039,Barang/In-Kind,Terverifikasi,Tersalurkan,1,1,3
MQ210000040,Mustahiq-W000040,P,48,7,Cinere,CN4101,RL20000634,Dwi Doto,VRF00029,iman.kd27@gmail.com,2021-11-23 00:00:00,Nov 2021,2021-11-23,2021-12-07,2021-12-31,2021-11,Santunan yatim,Infak Terikat,Fakir,Yatim,246000,0,Transfer,Sahabat Berbagi,BSI498.21-11.0040,,Terverifikasi,Dalam Proses,0,0,8
MQ210000041,Mustahiq-D000041,P,56,3,Bakti Cinta Negeri,X3204,RL25000778,Seli Rizqi Awaliah,VRF00050,aisyahbel25@gmail.com,2021-03-19 00:00:00,Mar 2021,2021-03-19,2021-03-22,2021-04-16,2021-03,Tunaikan Zakat Fitrah,Zakat Fitrah,Miskin,Dhuafa,447000,447000,Transfer,Channel Cilodong BSI 442 405 8900,BSI498.21-03.0041,Tunai,Terverifikasi,Tersalurkan,1,1,5
MQ210000042,Mustahiq-F000042,L,28,0,Zakat Sukses Pangandaran,Amil ZS,RL25000174,Sinta Winingsih,VRF00027,sahabatzakat@zsapp.xyz,2021-04-17 00:00:00,Apr 2021,2021-04-17,2021-04-28,2021-05-04,2021-04,Zakat Fitrah Mudah Pahala Berlimpah Ruah,Zakat Fitrah,Miskin,Dhuafa,240000,240000,Transfer,Channel Cipayung BSM 709 678 9143,BSI498.21-04.0042,Tunai,Terverifikasi,Tersalurkan,1,0,1
MQ210000043,Mustahiq-N000043,L,52,1,Cimanggis,CM4109,RL23000081,Galih Pandekar,VRF00042,edwiastuti@ummulqurodepok.sch.id,2021-12-18 00:00:00,Des 2021,2021-12-18,2021-12-22,2022-01-20,2021-12,Tebar 1000 Al-Qur'an dan Mukena kepada Dhuafa,Infak Terikat,Fisabilillah,Santri Tahfidz,175000,175000,Transfer,Channel Cimanggis BNI Syariah 0442 405 970,BSI498.21-12.0043,Tunai,Terverifikasi,Tersalurkan,1,1,2
MQ210000044,Mustahiq-I000044,P,46,1,AlBiruni,K3204,RL23000216,Marlina Ayu Apriyantini,VRF00039,wtpwahyudin@gmail.com,2021-05-28 00:00:00,Mei 2021,2021-05-28,2021-06-05,2021-06-08,2021-05,3000 Bingkisan Ramadhan,Infak Terikat,Miskin,Lansia,142000,142000,Transfer,Channel Sawangan BSM 709 6789 127,BSI498.21-05.0044,Voucher,Terverifikasi,Tersalurkan,1,1,10
MQ210000045,Mustahiq-S000045,P,35,2,Cinere,CN4201,RL20000642,Usvif Diana Titus,VRF00038,hilmi.tawakal@gmail.com,2021-12-11 00:00:00,Des 2021,2021-12-11,2021-12-25,2022-01-02,2021-12,Wakaf Al-Qur'an ke Seluruh Penjuru Negeri,Wakaf,Miskin,Dhuafa,39000,39000,Transfer,Channel Darus Salam BSI 9995554345,BSI498.21-12.0045,Tunai,Terverifikasi,Tersalurkan,1,1,8
MQ210000046,Mustahiq-U000046,L,47,1,LPP ZAKAT SUKSES,LPP Sekolah Sampah Indonesia (SEMAI),RL24000011,Fiddini Rizka Izzani,VRF00021,crm.zakatsukses@gmail.com,2021-06-18 00:00:00,Jun 2021,2021-06-18,2021-06-25,2021-07-17,2021-06,NON CASH BERAS ZAKAT FITRAH,Zakat Fitrah,Miskin,Dhuafa,90000,90000,Transfer,Kantor Pusat Bank Muamalat Indonesia 3390 1111 11,BSI498.21-06.0046,Voucher,Terverifikasi,Tersalurkan,1,1,7
MQ210000047,Mustahiq-I000047,L,36,7,Zakat Sukses Pangandaran,Amil ZS,RL25000117,Miptah Parid Bahtiar,VRF00045,sahabatzakat@zsapp.xyz,2021-11-15 00:00:00,Nov 2021,2021-11-15,2021-11-28,2021-12-13,2021-11,Peduli Gempa Cianjur,Infak Terikat,Fakir,Pengungsi,119000,119000,Transfer,Kantor Pusat BSI 703 9797 498,BSI498.21-11.0047,Tunai,Terverifikasi,Tersalurkan,1,1,10
MQ210000048,Mustahiq-D000048,L,49,4,Zakat Sukses Karawang,Amil ZS Karawang,RL23000420,Rizky,VRF00033,rizkykhaerul1994@gmail.com,2021-02-17 00:00:00,Feb 2021,2021-02-17,2021-02-21,2021-03-19,2021-02,Wakaf Sumur,Wakaf,Miskin,Keluarga Prasejahtera,635000,0,Transfer,Channel Sawangan BSM 709 6789 127,BSI498.21-02.0048,,Pending,Dalam Proses,0,1,8
MQ210000049,Mustahiq-K000049,P,70,0,Cimanggis,CM3105,RL20003650,Muhammad Rovianto,VRF00019,yuliantofery00@gmail.com,2021-09-18 00:00:00,Sep 2021,2021-09-18,2021-09-30,2021-10-28,2021-09,Sedekah Jum'at Berkah,Infak Tidak Terikat,Fakir,Lansia,290000,290000,Transfer,Kantor Pusat BSM 703 9797 498,BSI498.21-09.0049,Voucher,Terverifikasi,Tersalurkan,1,0,11
MQ210000050,Mustahiq-G000050,L,54,6,NF Peduli,KD-AA501,RL20000122,Nurul Uyun,VRF00015,anikhoirunnisa17@gmail.com,2021-10-10 00:00:00,Okt 2021,2021-10-10,2021-10-23,2021-11-09,2021-10,Infak Sedekah Umum,Infak Tidak Terikat,Miskin,Lansia,28000,0,Tunai,Channel Sawangan BSM 709 6789 127,BSI498.21-10.0050,,Terverifikasi,Ditunda,0,0,12
MQ210000051,Mustahiq-E000051,P,73,1,NF Peduli,KD-IK504,RL25000236,Pujianto,VRF00029,partnership@zakatsukses.org,2021-11-30 00:00:00,Nov 2021,2021-11-30,2021-12-03,,2021-11,Sedekah Jum'at Berkah,Infak Tidak Terikat,Fakir,Lansia,283000,0,Transfer,Channel Cilodong BSI 442 405 8900,BSI498.21-11.0051,,Ditolak,Dibatalkan,0,0,3
MQ210000052,Mustahiq-U000052,P,38,3,MITRA ZAKAT SUKSES,Pengurus Rekan Foundation,RL23000398,Muhammad Abdul Azis,VRF00035,sahabatzakat@zsapp.xyz,2021-06-23 00:00:00,Jun 2021,2021-06-23,2021-07-03,2021-07-25,2021-06,Infaq Bencana Semeru,Infak Terikat,Fisabilillah,Pelajar Agama,130000,130000,Transfer,Kantor Pusat BCA Syariah 010 100 4000,BSI498.21-06.0052,Barang/In-Kind,Terverifikasi,Tersalurkan,1,0,11
MQ210000053,Mustahiq-B000053,P,68,0,Cipayung,CP3207,RL20003439,Novita Maharani,VRF00019,rimafajrianti268@gmail.com,2021-12-27 00:00:00,Des 2021,2021-12-27,2022-01-10,2022-01-13,2021-12,Sedekah 1000 Bulan Raih Keutamaan 10 Malam Terakhir Ramadhan 2025,Infak Tidak Terikat,Miskin,Keluarga Prasejahtera,94000,94000,Transfer,Channel Sawangan BSM 709 6789 127,BSI498.21-12.0053,Transfer Bank,Terverifikasi,Tersalurkan,1,0,9
MQ210000054,Mustahiq-R000054,P,47,2,MITRA ZAKAT SUKSES,Pengurus Rekan Foundation,RL23000398,Muhammad Abdul Azis,VRF00043,adinda.luthfiyah.nabilah@gmail.com,2021-11-14 00:00:00,Nov 2021,2021-11-14,2021-11-25,2021-12-02,2021-11,Wakaf Al-Quran,Wakaf,Fisabilillah,Penghafal Quran,389000,389000,Transfer,Channel Cilodong BSI 442 405 8900,BSI498.21-11.0054,Tunai,Terverifikasi,Tersalurkan,1,1,11
MQ210000055,Mustahiq-G000055,P,72,3,Pesona Berkah Cemerlang,G3201,RL20004356,Indah Nurmiyaningsih,VRF00007,momonsur36@gmail.com,2021-11-24 00:00:00,Nov 2021,2021-11-24,2021-12-01,2021-12-23,2021-11,Bingkisan Berkah Ramadhan Untuk Palestina,Infak Terikat,Gharim,Terlilit Hutang,617000,0,Transfer,Kantor Pusat BSM 703 9797 498,BSI498.21-11.0055,,Terverifikasi,Dalam Proses,0,0,5
MQ210000056,Mustahiq-Y000056,P,71,4,Sukmajaya,SJ3105,RL21004516,Falah Khoirul Banin,VRF00050,alenteng310@gmail.com,2021-10-17 00:00:00,Okt 2021,2021-10-17,2021-10-31,2021-11-21,2021-10,Langkah Kebaikan: Infaq Pembangunan Masjid Al-Barokah RW 12 Abadijaya,Infak Terikat,Miskin,Dhuafa,553000,0,Transfer,Channel Cipayung BSM 709 678 9143,BSI498.21-10.0056,,Pending,Ditunda,0,1,4
MQ210000057,Mustahiq-B000057,P,64,1,Sahabat Zakat Pangandaran P,PN02,RL24000399,Yeni Rahmayati,VRF00006,kusumawardhaniaulia91@gmail.com,2021-11-18 00:00:00,Nov 2021,2021-11-18,2021-11-20,2021-12-18,2021-11,Makan Santri Tahfidz Quran,Infak Terikat,Fisabilillah,Santri Tahfidz,78000,78000,Tunai,Channel Sawangan BSI 709 6789 127,BSI498.21-11.0057,Voucher,Terverifikasi,Tersalurkan,1,1,3
